context,resp,rt,rt_abs,sim
2,1,1.714,1.714,48
1,1,0.982,0.982,48
1,0,-0.508,0.508,48
1,0,-0.505,0.505,48
1,0,-0.531,0.531,48
1,0,-0.681,0.681,48
2,0,-0.505,0.505,48
1,1,1.159,1.159,48
2,0,-0.504,0.504,48
2,0,-0.538,0.538,48
2,0,-0.538,0.538,48
1,1,0.748,0.748,48
2,0,-0.578,0.578,48
1,0,-0.525,0.525,48
1,1,0.991,0.991,48
2,0,-0.548,0.548,48
1,0,-0.515,0.515,48
1,0,-0.751,0.751,48
2,0,-0.528,0.528,48
1,0,-0.515,0.515,48
1,1,0.733,0.733,48
2,0,-0.505,0.505,48
1,0,-0.505,0.505,48
2,0,-0.556,0.556,48
1,1,2.753,2.753,49
2,1,0.685,0.685,49
1,1,0.8300000000000001,0.8300000000000001,49
1,1,1.258,1.258,49
1,1,1.209,1.209,49
2,1,2.053,2.053,49
1,1,0.604,0.604,49
2,1,2.474,2.474,49
1,1,1.303,1.303,49
2,1,0.948,0.948,49
2,1,1.661,1.661,49
1,1,0.8200000000000001,0.8200000000000001,49
1,1,1.617,1.617,49
2,1,0.675,0.675,49
2,1,0.716,0.716,49
1,1,0.6859999999999999,0.6859999999999999,49
2,1,0.9650000000000001,0.9650000000000001,49
1,0,-2.359,2.359,49
1,1,0.742,0.742,49
2,1,1.283,1.283,49
2,1,1.292,1.292,49
2,1,1.061,1.061,49
2,1,0.855,0.855,49
1,1,0.698,0.698,49
2,1,1.009,1.009,49
2,1,1.516,1.516,49
2,1,0.8320000000000001,0.8320000000000001,49
2,1,1.397,1.397,49
1,1,1.107,1.107,49
2,1,1.139,1.139,49
1,1,0.825,0.825,49
2,1,0.731,0.731,49
1,0,-2.541,2.541,49
1,1,1.2269999999999999,1.2269999999999999,49
1,0,-0.668,0.668,49
1,1,0.782,0.782,49
2,1,0.952,0.952,49
1,1,1.048,1.048,49
2,1,0.986,0.986,49
1,0,-0.862,0.862,49
2,1,0.864,0.864,49
1,1,1.175,1.175,49
2,1,0.7,0.7,49
2,1,1.2389999999999999,1.2389999999999999,49
2,0,-0.747,0.747,49
1,1,0.709,0.709,49
1,1,1.4260000000000002,1.4260000000000002,49
2,1,0.881,0.881,49
2,1,1.15,1.15,49
2,1,0.663,0.663,49
1,1,1.15,1.15,49
1,1,1.091,1.091,49
1,1,1.0470000000000002,1.0470000000000002,49
1,1,1.018,1.018,49
2,0,-0.718,0.718,49
2,1,3.575,3.575,49
2,1,0.871,0.871,49
1,1,2.198,2.198,49
1,0,-0.9279999999999999,0.9279999999999999,49
1,0,-0.847,0.847,49
2,1,0.95,0.95,49
2,1,0.837,0.837,49
1,1,1.2309999999999999,1.2309999999999999,49
2,1,1.48,1.48,49
1,1,0.98,0.98,49
2,1,0.761,0.761,49
1,0,-0.796,0.796,49
1,0,-0.7,0.7,49
2,1,1.409,1.409,49
2,1,0.755,0.755,49
1,1,0.8220000000000001,0.8220000000000001,49
1,1,1.0230000000000001,1.0230000000000001,49
1,1,0.69,0.69,49
2,1,1.312,1.312,49
2,1,1.058,1.058,49
1,1,4.361000000000001,4.361000000000001,49
2,1,1.874,1.874,49
1,1,1.064,1.064,49
1,1,1.191,1.191,49
1,0,-1.3439999999999999,1.3439999999999999,49
1,1,0.87,0.87,49
1,1,1.5230000000000001,1.5230000000000001,49
1,1,1.635,1.635,49
2,1,0.744,0.744,49
2,1,0.7889999999999999,0.7889999999999999,49
2,1,0.614,0.614,49
1,0,-0.65,0.65,49
1,1,0.899,0.899,49
1,1,0.653,0.653,49
1,1,0.8320000000000001,0.8320000000000001,49
1,1,1.012,1.012,49
1,1,1.887,1.887,49
2,1,0.912,0.912,49
2,1,1.121,1.121,49
1,1,0.889,0.889,49
2,1,1.002,1.002,49
2,1,0.755,0.755,49
1,1,1.4140000000000001,1.4140000000000001,49
1,0,-1.712,1.712,49
1,1,1.891,1.891,49
2,1,0.89,0.89,49
1,1,1.0939999999999999,1.0939999999999999,49
2,1,0.986,0.986,49
1,0,-0.752,0.752,49
1,1,0.885,0.885,49
1,1,1.385,1.385,49
1,1,0.929,0.929,49
2,0,-0.639,0.639,49
2,1,0.871,0.871,49
1,0,-0.728,0.728,49
1,0,-1.221,1.221,49
2,1,0.994,0.994,49
1,0,-1.514,1.514,49
2,1,0.756,0.756,49
1,0,-1.857,1.857,49
2,1,0.95,0.95,49
2,1,1.0390000000000001,1.0390000000000001,49
1,1,1.339,1.339,49
2,0,-0.9319999999999999,0.9319999999999999,49
1,1,2.315,2.315,49
1,1,0.602,0.602,50
2,1,0.727,0.727,50
2,0,-0.513,0.513,50
1,0,-0.507,0.507,50
2,0,-0.612,0.612,50
1,1,0.634,0.634,50
1,1,0.785,0.785,50
1,1,0.837,0.837,50
2,0,-0.548,0.548,50
2,1,0.7889999999999999,0.7889999999999999,50
1,1,0.585,0.585,50
1,1,0.808,0.808,50
1,0,-0.614,0.614,50
2,0,-0.606,0.606,50
2,0,-0.582,0.582,50
2,0,-0.645,0.645,50
2,0,-0.548,0.548,50
2,0,-0.581,0.581,50
2,1,0.7889999999999999,0.7889999999999999,50
2,1,1.028,1.028,50
2,0,-0.531,0.531,50
2,0,-0.5700000000000001,0.5700000000000001,50
2,1,0.864,0.864,50
1,0,-0.514,0.514,50
1,1,0.646,0.646,50
1,0,-0.539,0.539,50
2,1,0.894,0.894,50
1,0,-0.587,0.587,50
1,1,0.783,0.783,50
1,1,0.788,0.788,50
2,1,0.761,0.761,50
1,0,-0.647,0.647,50
1,0,-0.506,0.506,50
2,1,0.812,0.812,50
2,0,-0.509,0.509,50
1,1,0.617,0.617,50
2,1,1.095,1.095,50
1,1,0.737,0.737,50
2,0,-0.519,0.519,50
2,0,-0.531,0.531,50
2,0,-0.515,0.515,50
1,0,-0.728,0.728,50
1,0,-0.546,0.546,50
2,0,-0.524,0.524,50
2,1,0.735,0.735,50
1,1,0.653,0.653,50
2,0,-0.618,0.618,50
1,0,-0.533,0.533,50
2,0,-0.516,0.516,50
2,0,-0.962,0.962,50
1,1,0.673,0.673,50
2,1,0.715,0.715,50
1,1,0.59,0.59,50
1,1,0.557,0.557,50
1,0,-0.516,0.516,50
1,1,0.6779999999999999,0.6779999999999999,50
1,1,0.629,0.629,50
2,0,-0.681,0.681,50
2,0,-0.508,0.508,50
1,1,0.708,0.708,50
2,1,0.8009999999999999,0.8009999999999999,50
2,1,0.659,0.659,50
1,1,0.659,0.659,50
1,1,0.899,0.899,50
2,1,0.618,0.618,50
2,0,-0.7929999999999999,0.7929999999999999,50
1,0,-0.571,0.571,50
1,1,0.661,0.661,50
2,1,0.702,0.702,50
2,1,0.596,0.596,50
1,1,0.596,0.596,50
2,0,-0.516,0.516,50
2,0,-0.6890000000000001,0.6890000000000001,50
1,1,0.58,0.58,50
1,0,-0.534,0.534,50
2,0,-0.7929999999999999,0.7929999999999999,50
2,1,0.677,0.677,50
1,1,0.589,0.589,50
1,1,0.582,0.582,50
1,1,0.602,0.602,50
1,1,0.637,0.637,50
2,1,0.635,0.635,50
1,1,0.785,0.785,50
1,0,-0.654,0.654,50
1,1,0.589,0.589,50
2,0,-0.547,0.547,50
1,0,-0.538,0.538,50
2,0,-0.544,0.544,50
1,1,0.616,0.616,50
1,0,-0.509,0.509,50
2,0,-0.706,0.706,50
2,1,1.083,1.083,50
1,0,-0.567,0.567,50
2,0,-0.7070000000000001,0.7070000000000001,50
1,0,-0.552,0.552,50
1,0,-0.524,0.524,50
1,1,0.579,0.579,50
1,0,-0.597,0.597,50
2,1,0.683,0.683,50
1,0,-0.514,0.514,50
2,1,0.7,0.7,50
1,1,0.605,0.605,50
2,0,-0.508,0.508,50
2,0,-0.54,0.54,50
1,1,0.5700000000000001,0.5700000000000001,50
2,0,-0.524,0.524,50
1,0,-0.542,0.542,50
1,0,-0.649,0.649,50
1,1,0.694,0.694,50
2,0,-0.556,0.556,50
2,0,-0.509,0.509,50
2,0,-0.753,0.753,50
1,0,-0.559,0.559,50
1,1,0.692,0.692,50
2,0,-0.624,0.624,50
1,1,0.709,0.709,50
2,1,0.616,0.616,50
1,1,0.55,0.55,50
1,1,0.61,0.61,50
2,0,-0.52,0.52,50
2,1,1.3210000000000002,1.3210000000000002,51
1,0,-0.578,0.578,51
1,0,-0.593,0.593,51
2,1,1.145,1.145,51
1,1,1.661,1.661,51
2,1,1.052,1.052,51
2,1,0.8109999999999999,0.8109999999999999,51
1,1,1.2469999999999999,1.2469999999999999,51
2,0,-0.589,0.589,51
1,0,-0.594,0.594,51
1,0,-0.7989999999999999,0.7989999999999999,51
2,1,1.036,1.036,51
2,1,0.879,0.879,51
1,1,0.9690000000000001,0.9690000000000001,51
2,1,1.479,1.479,51
1,1,1.058,1.058,51
1,0,-0.56,0.56,51
2,1,1.2269999999999999,1.2269999999999999,51
2,0,-0.585,0.585,51
1,1,2.0090000000000003,2.0090000000000003,51
2,1,0.6950000000000001,0.6950000000000001,51
1,1,2.4459999999999997,2.4459999999999997,51
2,1,1.218,1.218,51
1,1,1.599,1.599,51
2,0,-0.9199999999999999,0.9199999999999999,51
1,0,-1.569,1.569,51
2,1,1.618,1.618,51
2,1,1.088,1.088,51
1,1,2.213,2.213,51
1,0,-0.608,0.608,51
2,0,-0.723,0.723,51
2,1,0.6970000000000001,0.6970000000000001,51
1,1,0.813,0.813,51
2,1,1.009,1.009,51
1,1,0.9,0.9,51
1,1,1.657,1.657,51
1,1,1.566,1.566,51
2,1,1.073,1.073,51
1,0,-0.606,0.606,51
1,1,1.263,1.263,51
1,1,1.934,1.934,51
1,1,3.882,3.882,51
2,1,0.732,0.732,51
1,0,-0.532,0.532,51
2,1,1.017,1.017,51
1,1,1.1880000000000002,1.1880000000000002,51
2,1,0.958,0.958,51
2,0,-0.56,0.56,51
1,1,1.599,1.599,51
1,1,1.089,1.089,51
2,1,0.876,0.876,51
1,0,-1.735,1.735,51
2,1,0.734,0.734,51
1,0,-0.658,0.658,51
2,1,1.47,1.47,51
1,1,1.26,1.26,51
2,1,1.037,1.037,51
1,0,-0.987,0.987,51
1,1,0.855,0.855,51
1,0,-1.0859999999999999,1.0859999999999999,51
1,1,0.867,0.867,51
2,1,1.157,1.157,51
2,0,-0.636,0.636,51
1,1,1.445,1.445,51
2,0,-0.6,0.6,51
1,0,-1.1600000000000001,1.1600000000000001,51
1,1,2.23,2.23,51
2,1,1.029,1.029,51
2,1,1.4020000000000001,1.4020000000000001,51
1,0,-1.369,1.369,51
2,1,0.8009999999999999,0.8009999999999999,51
2,1,0.9339999999999999,0.9339999999999999,51
2,0,-0.762,0.762,51
1,0,-1.929,1.929,51
1,1,1.977,1.977,51
1,1,1.104,1.104,51
2,0,-1.174,1.174,51
2,1,1.968,1.968,51
1,1,0.897,0.897,51
2,1,0.911,0.911,51
1,1,0.9770000000000001,0.9770000000000001,51
2,0,-0.787,0.787,51
1,1,1.425,1.425,51
2,1,2.409,2.409,51
1,1,0.874,0.874,51
2,1,0.894,0.894,51
2,1,0.7030000000000001,0.7030000000000001,51
2,1,0.895,0.895,51
1,1,1.688,1.688,51
2,1,1.4180000000000001,1.4180000000000001,51
2,0,-0.577,0.577,51
2,1,1.656,1.656,51
2,1,0.907,0.907,51
1,1,0.806,0.806,51
2,0,-0.544,0.544,51
1,0,-0.546,0.546,51
2,1,1.654,1.654,51
2,1,1.5230000000000001,1.5230000000000001,51
1,1,1.432,1.432,51
1,1,1.272,1.272,51
2,1,1.405,1.405,51
2,1,1.315,1.315,51
1,0,-0.89,0.89,51
2,1,1.0779999999999998,1.0779999999999998,51
1,0,-0.621,0.621,51
1,1,2.133,2.133,51
2,0,-0.892,0.892,51
1,1,0.9570000000000001,0.9570000000000001,51
1,1,3.861,3.861,51
1,1,1.874,1.874,51
2,0,-0.552,0.552,51
2,1,0.9790000000000001,0.9790000000000001,51
2,1,0.8480000000000001,0.8480000000000001,51
1,0,-0.67,0.67,51
2,1,1.4769999999999999,1.4769999999999999,51
1,1,0.75,0.75,51
1,1,1.455,1.455,51
2,1,2.476,2.476,51
1,1,1.198,1.198,51
1,0,-0.986,0.986,51
1,0,-0.514,0.514,52
2,1,0.8069999999999999,0.8069999999999999,52
1,0,-0.537,0.537,52
1,0,-0.526,0.526,52
1,1,0.812,0.812,52
1,0,-0.519,0.519,52
1,1,1.7,1.7,52
2,0,-0.518,0.518,52
2,1,1.13,1.13,52
2,0,-0.559,0.559,52
2,0,-0.513,0.513,52
1,0,-1.2810000000000001,1.2810000000000001,52
2,0,-0.532,0.532,52
1,0,-0.543,0.543,52
1,0,-0.51,0.51,52
1,0,-0.621,0.621,52
1,0,-0.573,0.573,52
2,0,-0.66,0.66,52
1,0,-0.584,0.584,52
2,1,2.564,2.564,52
2,0,-0.595,0.595,52
2,0,-0.8420000000000001,0.8420000000000001,52
2,0,-0.869,0.869,52
2,1,0.997,0.997,52
1,0,-0.554,0.554,52
2,0,-1.125,1.125,52
2,0,-0.8009999999999999,0.8009999999999999,52
2,0,-0.508,0.508,52
1,0,-0.507,0.507,52
1,1,0.702,0.702,52
1,0,-0.589,0.589,52
1,0,-0.644,0.644,52
2,0,-1.0630000000000002,1.0630000000000002,52
2,0,-0.605,0.605,52
2,0,-0.589,0.589,52
1,0,-0.505,0.505,52
2,0,-0.542,0.542,52
1,1,0.733,0.733,52
1,1,1.431,1.431,52
1,0,-0.513,0.513,52
2,0,-0.534,0.534,52
2,0,-0.515,0.515,52
2,1,1.1480000000000001,1.1480000000000001,52
1,0,-0.573,0.573,52
1,1,0.9670000000000001,0.9670000000000001,52
1,0,-0.516,0.516,52
1,0,-0.541,0.541,52
2,0,-0.563,0.563,52
1,0,-0.508,0.508,52
1,1,1.199,1.199,52
1,0,-0.511,0.511,52
2,0,-0.511,0.511,52
1,1,0.8280000000000001,0.8280000000000001,52
2,0,-0.517,0.517,52
1,0,-0.562,0.562,52
1,0,-0.535,0.535,52
2,0,-0.537,0.537,52
1,0,-0.524,0.524,52
1,1,1.2650000000000001,1.2650000000000001,52
1,0,-0.509,0.509,52
2,1,0.923,0.923,52
2,1,0.721,0.721,52
1,0,-0.569,0.569,52
1,1,0.911,0.911,52
1,0,-0.5609999999999999,0.5609999999999999,52
1,0,-0.555,0.555,52
2,1,0.8460000000000001,0.8460000000000001,52
2,0,-0.542,0.542,52
2,1,0.917,0.917,52
1,0,-0.535,0.535,52
2,0,-0.518,0.518,52
2,1,0.73,0.73,52
2,0,-0.531,0.531,52
1,1,0.874,0.874,52
1,1,0.66,0.66,52
2,0,-0.506,0.506,52
2,0,-0.569,0.569,52
1,0,-1.296,1.296,52
1,1,1.35,1.35,52
2,0,-0.915,0.915,52
2,1,1.065,1.065,52
2,0,-0.534,0.534,52
1,0,-0.52,0.52,52
1,0,-0.512,0.512,52
1,0,-0.738,0.738,52
1,1,0.868,0.868,52
2,1,1.222,1.222,52
1,1,1.298,1.298,52
2,0,-0.571,0.571,52
1,0,-0.712,0.712,52
2,1,0.933,0.933,52
1,0,-0.513,0.513,52
2,0,-0.512,0.512,52
1,0,-1.2570000000000001,1.2570000000000001,52
1,0,-0.595,0.595,52
2,1,1.756,1.756,52
2,0,-0.874,0.874,52
1,0,-0.62,0.62,52
2,1,1.8860000000000001,1.8860000000000001,52
2,1,1.001,1.001,52
2,0,-0.537,0.537,52
1,1,1.01,1.01,52
2,1,1.918,1.918,52
1,0,-0.764,0.764,52
1,1,1.191,1.191,52
1,0,-0.526,0.526,52
1,0,-0.519,0.519,52
1,0,-0.584,0.584,52
2,0,-0.534,0.534,52
1,0,-0.579,0.579,52
1,1,1.4340000000000002,1.4340000000000002,52
1,0,-0.605,0.605,52
2,0,-0.581,0.581,52
1,0,-0.51,0.51,52
2,0,-0.558,0.558,52
2,0,-0.544,0.544,52
2,0,-0.555,0.555,52
2,0,-0.565,0.565,52
2,0,-1.224,1.224,52
1,0,-0.529,0.529,52
2,0,-0.802,0.802,53
1,1,0.8320000000000001,0.8320000000000001,53
1,1,0.647,0.647,53
2,1,0.9770000000000001,0.9770000000000001,53
2,1,0.8440000000000001,0.8440000000000001,53
1,1,0.649,0.649,53
2,0,-0.658,0.658,53
2,1,1.824,1.824,53
1,1,1.678,1.678,53
1,1,0.933,0.933,53
2,1,0.9590000000000001,0.9590000000000001,53
2,1,1.044,1.044,53
1,1,1.268,1.268,53
1,1,1.417,1.417,53
1,1,1.116,1.116,53
2,0,-0.546,0.546,53
1,1,1.1760000000000002,1.1760000000000002,53
2,1,0.752,0.752,53
2,0,-1.208,1.208,53
1,1,1.119,1.119,53
1,1,0.777,0.777,53
2,0,-1.547,1.547,53
1,1,1.552,1.552,53
2,1,1.0779999999999998,1.0779999999999998,53
2,0,-0.56,0.56,53
1,1,0.9359999999999999,0.9359999999999999,53
1,1,0.696,0.696,53
1,1,0.675,0.675,53
1,1,0.843,0.843,53
1,1,0.631,0.631,53
2,1,2.294,2.294,53
1,1,1.155,1.155,53
2,0,-0.656,0.656,53
1,1,1.341,1.341,53
2,1,1.31,1.31,53
1,1,0.9359999999999999,0.9359999999999999,53
1,1,0.958,0.958,53
1,1,0.733,0.733,53
2,1,0.7889999999999999,0.7889999999999999,53
2,1,0.624,0.624,53
2,1,0.777,0.777,53
2,1,0.8320000000000001,0.8320000000000001,53
2,0,-1.3479999999999999,1.3479999999999999,53
2,1,0.8280000000000001,0.8280000000000001,53
1,1,0.773,0.773,53
2,1,1.065,1.065,53
2,1,0.7909999999999999,0.7909999999999999,53
2,1,0.911,0.911,53
1,1,1.3010000000000002,1.3010000000000002,53
1,1,0.667,0.667,53
1,1,0.764,0.764,53
1,1,0.6910000000000001,0.6910000000000001,53
1,1,1.4,1.4,53
1,1,1.479,1.479,53
1,1,0.9239999999999999,0.9239999999999999,53
1,1,0.792,0.792,53
2,1,2.279,2.279,53
1,1,1.009,1.009,53
2,0,-0.69,0.69,53
2,1,1.499,1.499,53
1,1,0.692,0.692,53
2,0,-0.581,0.581,53
1,1,0.757,0.757,53
1,0,-0.546,0.546,53
2,1,1.337,1.337,53
1,1,0.756,0.756,53
1,1,0.6779999999999999,0.6779999999999999,53
2,1,0.908,0.908,53
2,1,0.978,0.978,53
1,1,0.781,0.781,53
2,1,1.1219999999999999,1.1219999999999999,53
2,1,1.498,1.498,53
2,1,1.165,1.165,53
1,1,0.9219999999999999,0.9219999999999999,53
2,1,0.9710000000000001,0.9710000000000001,53
2,1,0.974,0.974,53
1,1,0.775,0.775,53
2,1,1.3050000000000002,1.3050000000000002,53
2,1,0.665,0.665,53
1,1,1.149,1.149,53
2,1,0.9690000000000001,0.9690000000000001,53
1,1,0.787,0.787,53
1,1,1.224,1.224,53
2,1,1.708,1.708,53
2,0,-0.868,0.868,53
2,1,0.856,0.856,53
2,0,-1.131,1.131,53
1,0,-0.649,0.649,53
2,1,1.229,1.229,53
2,0,-0.632,0.632,53
1,1,0.823,0.823,53
2,1,1.03,1.03,53
2,1,0.898,0.898,53
1,1,0.765,0.765,53
1,1,1.319,1.319,53
1,1,1.189,1.189,53
1,1,0.912,0.912,53
2,0,-1.022,1.022,53
2,1,1.1880000000000002,1.1880000000000002,53
1,1,0.948,0.948,53
2,1,1.123,1.123,53
1,1,1.034,1.034,53
2,1,1.29,1.29,53
2,0,-0.548,0.548,53
1,1,1.0110000000000001,1.0110000000000001,53
1,0,-0.648,0.648,53
1,1,0.796,0.796,53
1,1,1.229,1.229,53
1,1,0.911,0.911,53
1,1,0.636,0.636,53
2,1,0.858,0.858,53
2,0,-0.916,0.916,53
1,1,1.085,1.085,53
1,1,1.22,1.22,53
2,1,0.8140000000000001,0.8140000000000001,53
2,1,0.88,0.88,53
2,1,1.3780000000000001,1.3780000000000001,53
2,1,1.816,1.816,53
2,1,1.0430000000000001,1.0430000000000001,53
1,1,1.806,1.806,53
2,0,-0.613,0.613,54
2,1,1.468,1.468,54
1,1,0.798,0.798,54
2,0,-1.046,1.046,54
2,0,-0.511,0.511,54
1,1,0.756,0.756,54
1,1,1.06,1.06,54
2,0,-0.942,0.942,54
1,1,1.319,1.319,54
2,0,-0.539,0.539,54
2,1,1.214,1.214,54
1,0,-0.548,0.548,54
2,0,-1.369,1.369,54
1,1,1.52,1.52,54
2,0,-0.543,0.543,54
1,0,-0.598,0.598,54
2,1,0.718,0.718,54
2,0,-0.56,0.56,54
2,1,1.445,1.445,54
2,1,1.036,1.036,54
2,1,0.972,0.972,54
1,0,-0.563,0.563,54
2,1,0.8,0.8,54
1,0,-0.5700000000000001,0.5700000000000001,54
1,1,0.897,0.897,54
2,0,-0.656,0.656,54
2,0,-0.768,0.768,54
1,0,-0.511,0.511,54
2,1,0.692,0.692,54
1,0,-0.582,0.582,54
2,0,-1.3820000000000001,1.3820000000000001,54
2,0,-0.8069999999999999,0.8069999999999999,54
2,0,-0.646,0.646,54
2,0,-0.5609999999999999,0.5609999999999999,54
2,0,-0.516,0.516,54
2,1,1.803,1.803,54
1,1,1.0779999999999998,1.0779999999999998,54
2,0,-1.615,1.615,54
1,1,1.169,1.169,54
2,0,-0.614,0.614,54
2,0,-1.486,1.486,54
2,1,1.06,1.06,54
2,0,-0.523,0.523,54
2,1,0.8029999999999999,0.8029999999999999,54
1,0,-0.681,0.681,54
2,1,1.3090000000000002,1.3090000000000002,54
1,1,0.911,0.911,54
2,1,1.61,1.61,54
1,1,0.9279999999999999,0.9279999999999999,54
1,1,1.4729999999999999,1.4729999999999999,54
1,1,0.779,0.779,54
2,1,0.91,0.91,54
2,1,0.714,0.714,54
1,0,-0.674,0.674,54
2,0,-0.612,0.612,54
2,0,-0.567,0.567,54
1,1,0.817,0.817,54
2,0,-0.539,0.539,54
1,1,0.692,0.692,54
2,0,-0.6759999999999999,0.6759999999999999,54
1,0,-0.781,0.781,54
2,1,1.0939999999999999,1.0939999999999999,54
2,0,-0.527,0.527,54
1,1,0.779,0.779,54
2,1,0.892,0.892,54
2,1,0.664,0.664,54
1,0,-0.537,0.537,54
2,1,0.696,0.696,54
2,1,1.0670000000000002,1.0670000000000002,54
2,0,-0.544,0.544,54
1,1,0.8180000000000001,0.8180000000000001,54
1,1,1.676,1.676,54
1,1,1.187,1.187,54
2,1,1,1,54
1,0,-0.55,0.55,54
2,1,0.987,0.987,54
2,0,-0.545,0.545,54
2,1,1.126,1.126,54
2,0,-1.1480000000000001,1.1480000000000001,54
1,1,1.3679999999999999,1.3679999999999999,54
1,0,-0.585,0.585,54
2,0,-2.0789999999999997,2.0789999999999997,54
2,0,-0.981,0.981,54
2,0,-1.676,1.676,54
2,0,-0.52,0.52,54
2,1,0.974,0.974,54
2,1,0.728,0.728,54
1,1,0.779,0.779,54
1,0,-0.529,0.529,54
1,1,0.626,0.626,54
2,0,-0.526,0.526,54
2,1,1.787,1.787,54
2,1,0.95,0.95,54
2,0,-0.677,0.677,54
1,1,0.763,0.763,54
2,0,-0.764,0.764,54
1,1,0.911,0.911,54
1,1,0.755,0.755,54
2,1,1.929,1.929,54
2,0,-0.519,0.519,54
2,0,-0.526,0.526,54
1,0,-0.7010000000000001,0.7010000000000001,54
1,0,-0.528,0.528,54
2,1,0.6910000000000001,0.6910000000000001,54
1,1,1.529,1.529,54
2,0,-0.565,0.565,54
2,0,-0.827,0.827,54
1,1,0.821,0.821,54
1,0,-0.601,0.601,54
1,0,-0.746,0.746,54
1,1,1.107,1.107,54
2,0,-0.5609999999999999,0.5609999999999999,54
1,1,1.187,1.187,54
2,1,0.931,0.931,54
1,1,0.858,0.858,54
2,1,0.935,0.935,54
2,1,1.592,1.592,54
2,0,-1.009,1.009,54
2,0,-0.598,0.598,54
2,0,-0.574,0.574,54
1,0,-0.5700000000000001,0.5700000000000001,55
2,0,-0.524,0.524,55
1,1,0.833,0.833,55
1,0,-0.514,0.514,55
1,1,0.919,0.919,55
1,0,-0.517,0.517,55
1,0,-0.52,0.52,55
1,0,-0.646,0.646,55
1,0,-0.512,0.512,55
1,0,-0.65,0.65,55
1,0,-0.509,0.509,55
2,0,-0.563,0.563,55
1,1,0.722,0.722,55
2,0,-0.663,0.663,55
2,0,-0.536,0.536,55
2,0,-0.573,0.573,55
2,0,-0.513,0.513,55
2,0,-0.52,0.52,55
1,1,0.735,0.735,55
1,0,-0.519,0.519,55
2,1,0.61,0.61,55
2,1,0.661,0.661,55
2,0,-0.509,0.509,55
1,0,-0.642,0.642,55
2,0,-0.531,0.531,55
2,1,0.718,0.718,55
1,0,-0.509,0.509,55
1,1,1.05,1.05,55
2,0,-0.53,0.53,55
2,0,-0.534,0.534,55
1,1,0.632,0.632,55
1,0,-0.509,0.509,55
1,0,-0.88,0.88,55
2,0,-0.521,0.521,55
2,1,0.586,0.586,55
2,0,-0.509,0.509,55
1,1,0.619,0.619,55
1,0,-0.549,0.549,55
2,0,-0.506,0.506,55
1,0,-0.541,0.541,55
1,0,-0.529,0.529,55
1,0,-0.514,0.514,55
2,0,-0.521,0.521,55
1,1,0.69,0.69,55
1,1,0.8089999999999999,0.8089999999999999,55
2,0,-0.7050000000000001,0.7050000000000001,55
1,0,-0.55,0.55,55
1,1,0.658,0.658,55
2,0,-0.641,0.641,55
2,0,-0.565,0.565,55
1,1,0.644,0.644,55
2,0,-0.515,0.515,55
1,1,0.5609999999999999,0.5609999999999999,55
1,0,-0.516,0.516,55
1,0,-0.511,0.511,55
1,1,0.7030000000000001,0.7030000000000001,55
1,1,0.625,0.625,55
1,0,-0.531,0.531,55
1,0,-0.51,0.51,55
1,0,-0.64,0.64,55
2,0,-0.518,0.518,55
2,0,-0.553,0.553,55
1,1,0.6990000000000001,0.6990000000000001,55
2,1,0.603,0.603,55
2,1,0.62,0.62,55
1,0,-0.886,0.886,55
1,0,-0.523,0.523,55
2,0,-0.509,0.509,55
2,0,-0.517,0.517,55
2,0,-0.508,0.508,55
1,0,-0.659,0.659,55
2,0,-0.543,0.543,55
1,1,0.635,0.635,55
1,0,-0.512,0.512,55
1,0,-0.519,0.519,55
1,0,-0.584,0.584,55
2,1,0.666,0.666,55
1,1,0.599,0.599,55
1,1,0.59,0.59,55
1,1,0.6890000000000001,0.6890000000000001,55
2,0,-0.507,0.507,55
1,0,-0.585,0.585,55
1,0,-0.546,0.546,55
1,1,0.5640000000000001,0.5640000000000001,55
1,0,-0.63,0.63,55
2,0,-0.567,0.567,55
1,1,0.563,0.563,55
1,1,0.644,0.644,55
2,1,0.59,0.59,55
2,0,-0.601,0.601,55
2,0,-0.523,0.523,55
2,0,-0.517,0.517,55
2,1,0.614,0.614,55
1,0,-0.536,0.536,55
1,0,-0.515,0.515,55
1,0,-0.7010000000000001,0.7010000000000001,55
1,0,-0.875,0.875,55
1,0,-0.856,0.856,55
1,0,-0.543,0.543,55
2,0,-0.596,0.596,55
1,1,0.787,0.787,55
2,1,0.713,0.713,55
1,0,-0.742,0.742,55
2,0,-0.962,0.962,55
2,0,-0.525,0.525,55
2,1,1.0670000000000002,1.0670000000000002,55
2,1,0.614,0.614,55
2,1,0.584,0.584,55
1,0,-0.601,0.601,55
1,1,0.549,0.549,55
2,0,-0.569,0.569,55
2,0,-0.588,0.588,55
1,0,-0.66,0.66,55
2,0,-0.747,0.747,55
2,1,0.734,0.734,55
1,0,-0.509,0.509,55
1,0,-0.507,0.507,55
1,0,-0.55,0.55,55
2,0,-0.509,0.509,55
1,1,0.585,0.585,55
1,1,0.501,0.501,56
1,1,0.501,0.501,56
1,1,0.501,0.501,56
1,1,0.501,0.501,56
2,1,0.501,0.501,56
1,1,0.501,0.501,56
1,1,0.501,0.501,56
2,1,0.501,0.501,56
2,1,0.501,0.501,56
1,1,0.501,0.501,56
2,1,0.501,0.501,56
2,1,0.501,0.501,56
1,1,0.501,0.501,56
1,1,0.501,0.501,56
2,1,0.501,0.501,56
2,1,0.501,0.501,56
